2582r, MATH 1041  006r, Mainr, 4r, Calculus Ir, Monday Wednesday FridaySMTWTFS09:20  AM   10:30  AM Type:  Lecture Building: Wachman Hall Room: 00308 Start Date: 01 13 2020 End Date: 05 06 2020r, FULL: 0 of 35 seats remain  95 of 100 waitlist seats remain r, Charles Osborne Jeromy Sivek  Primary  r, 
5516r, MATH 1041  007r, Mainr, 4r, Calculus Ir, Monday Wednesday FridaySMTWTFS10:40  AM   11:50  AM Type:  Lecture Building: Wachman Hall Room: 00016 Start Date: 01 13 2020 End Date: 05 06 2020r, FULL: 0 of 35 seats remain  99 of 100 waitlist seats remain r, Meredith M  Hegg Jeromy Sivek  Primary  r, 
2583r, MATH 1041  008r, Mainr, 4r, Calculus Ir, Monday Wednesday FridaySMTWTFS12:00  PM   01:10  PM Type:  Lecture Building: Wachman Hall Room: 00208 Start Date: 01 13 2020 End Date: 05 06 2020r, FULL: 0 of 35 seats remain  100 of 100 waitlist seats remain r, Meredith M  Hegg Jeromy Sivek  Primary  r, 
2584r, MATH 1041  009r, Mainr, 4r, Calculus Ir, Monday Wednesday FridaySMTWTFS04:00  PM   05:10  PM Type:  Lecture Building: Wachman Hall Room: 00016 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   28 of 35 seats remain 100 of 100 waitlist seats remain r, Wei Wu Jeromy Sivek  Primary  r, 
2585r, MATH 1041  010r, Mainr, 4r, Calculus Ir, Monday Wednesday FridaySMTWTFS02:40  PM   03:50  PM Type:  Lecture Building: Wachman Hall Room: 00011 Start Date: 01 13 2020 End Date: 05 06 2020r, 6   9 of 35 seats remain 100 of 100 waitlist seats remain r, Jeromy Sivek  Primary  Andy Eisenberg r, 
11335r, MATH 1041  011r, Mainr, 4r, Calculus Ir, Tuesday ThursdaySMTWTFS09:50  AM   11:30  AM Type:  Lecture Building: Wachman Hall Room: 00308 Start Date: 01 13 2020 End Date: 05 06 2020r, FULL: 0 of 35 seats remain  100 of 100 waitlist seats remain r, Marilena Downing Jeromy Sivek  Primary  r, 
2659r, MATH 1041  012r, Mainr, 4r0, Calculus Ir1, Tuesday ThursdaySMTWTFS11:40  AM   01:20  PM Type:  Lecture Building: Wachman Hall Room: 00307 Start Date: 01 13 2020 End Date: 05 06 2020r2, FULL: 0 of 35 seats remain  97 of 100 waitlist seats remain r3, Marilena Downing Jeromy Sivek  Primary  r4, 
38526r9, MATH 1041  014r:, Mainr, 4r, Calculus Ir, Monday Wednesday FridaySMTWTFS10:40  AM   11:50  AM Type:  Class Building: Wachman Hall Room: 00206 Start Date: 01 13 2020 End Date: 05 06 2020r, 6   6 of 35 seats remain 100 of 100 waitlist seats remain r, Ellen Panofsky Jeromy Sivek  Primary  r, 
11341rE, MATH 1041  015rF, MainrG, 4rH, Calculus IrI, Tuesday ThursdaySMTWTFS11:40  AM   01:20  PM Type:  Lecture Building: Wachman Hall Room: 00207 Start Date: 01 13 2020 End Date: 05 06 2020rJ, 7   17 of 35 seats remain 100 of 100 waitlist seats remain rK, Je Wei Chen Jeromy Sivek  Primary  rL, 
23499rQ, MATH 1041  016rR, MainrS, 4rT, Calculus IrU, Tuesday ThursdaySMTWTFS03:30  PM   05:10  PM Type:  Lecture Building: Wachman Hall Room: 00207 Start Date: 01 13 2020 End Date: 05 06 2020rV, 7   23 of 35 seats remain 100 of 100 waitlist seats remain rW, Edward S  Letzter Jeromy Sivek  Primary  r, 
2589r, MATH 1041  017r^, Mainr, 4r, Calculus Ira, Tuesday ThursdaySMTWTFS01:30  PM   03:10  PM Type:  Lecture Building: Wachman Hall Room: 00011 Start Date: 01 13 2020 End Date: 05 06 2020rb, 7   24 of 35 seats remain 100 of 100 waitlist seats remain rc, Georgia Triantafillou Jeromy Sivek  Primary  rd, 
25416ri, MATH 1041  019rj, Mainrk, 4rl, Calculus Irm, Tuesday ThursdaySMTWTFS08:00  AM   09:40  AM Type:  Lecture Building: Wachman Hall Room: 00308 Start Date: 01 13 2020 End Date: 05 06 2020rn, 7   31 of 35 seats remain 100 of 100 waitlist seats remain ro, Georgia Triantafillou Jeromy Sivek  Primary  rp, 
39467ru, MATH 1041  551rv, Romerw, 4rx, Calculus Iry, Monday WednesdaySMTWTFS10:10  AM   12:00  PM Type:  Class Building: None Room: None Start Date: 01 20 2020 End Date: 04 24 2020rz, 7   20 of 20 seats remain 100 of 100 waitlist seats remain r, Riccardo Durastanti  Primary  r, 
42228r, MATH 1041  801r, Japanr, 4r, Calculus Ir, Monday Wednesday FridaySMTWTFS08:30  AM   09:50  AM Type:  Class Building: Temple Japan Main Building Room: 00408 Start Date: 01 14 2020 End Date: 04 22 2020r, 7   36 of 48 seats remain 100 of 100 waitlist seats remain r, Dennis B  Bacani  Primary  r, 
2591r, MATH 1042  001r, Mainr, 4r, Calculus IIr, Monday Wednesday FridaySMTWTFS08:00  AM   09:10  AM Type:  Class Building: Wachman Hall Room: 00213 Start Date: 01 13 2020 End Date: 05 06 2020r, FULL: 0 of 35 seats remain  99 of 100 waitlist seats remain r, Ellen Panofsky  Primary  Francisco Villarroya r,
904r, MATH 1042  002r, Mainr, 4r, Calculus IIr, Monday Wednesday FridaySMTWTFS09:20  AM   10:30  AM Type:  Class Building: Wachman Hall Room: 00009 Start Date: 01 13 2020 End Date: 05 06 2020r, FULL: 0 of 35 seats remain  100 of 100 waitlist seats remain r, Ellen Panofsky  Primary  Indrajit Jana r,
905r, MATH 1042  003r, Mainr, 4r, Calculus IIr, Monday Wednesday FridaySMTWTFS10:40  AM   11:50  AM Type:  Class Building: Wachman Hall Room: 00009 Start Date: 01 13 2020 End Date: 05 06 2020r, 6   8 of 35 seats remain 100 of 100 waitlist seats remain r, Ellen Panofsky  Primary  Indrajit Jana r,
2592r, MATH 1042  004r, Mainr, 4r, Calculus IIr, Monday Wednesday FridaySMTWTFS12:00  PM   01:10  PM Type:  Class Building: Wachman Hall Room: 00009 Start Date: 01 13 2020 End Date: 05 06 2020r, FULL: 0 of 35 seats remain  97 of 100 waitlist seats remain r, Ellen Panofsky  Primary  Francisco Villarroya r,
27609r, MATH 1042  005r, Mainr, 4r, Calculus IIr, Monday Wednesday FridaySMTWTFS04:00  PM   05:10  PM Type:  Class Building: Wachman Hall Room: 00208 Start Date: 01 13 2020 End Date: 05 06 2020r, 6   1 of 35 seats remain 100 of 100 waitlist seats remain r, Vladimir Visnjic Ellen Panofsky  Primary  r,
2609r, MATH 1042  008r, Mainr, 4r, Calculus IIr, Monday Wednesday FridaySMTWTFS12:00  PM   01:10  PM Type:  Class Building: Wachman Hall Room: 00011 Start Date: 01 13 2020 End Date: 05 06 2020r, FULL: 0 of 35 seats remain  100 of 100 waitlist seats remain r    h, ,
2595r, MATH 1042  009r, Mainr, 4r, Calculus IIr, Tuesday ThursdaySMTWTFS08:00  AM   09:40  AM Type:  Class Building: Wachman Hall Room: 00011 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   10 of 35 seats remain 100 of 100 waitlist seats remain r, Ellen Panofsky  Primary  Matt Zumbrum r,
2596r, MATH 1042  010r, Mainr, 4r, Calculus IIr, Tuesday ThursdaySMTWTFS09:50  AM   11:30  AM Type:  Class Building: Wachman Hall Room: 00009 Start Date: 01 13 2020 End Date: 05 06 2020r, FULL: 0 of 35 seats remain  100 of 100 waitlist seats remain r, Ellen Panofsky  Primary  Matt Zumbrum r,
2597r, MATH 1042  011r, Mainr, 4r, Calculus IIr, Tuesday ThursdaySMTWTFS11:40  AM   01:20  PM Type:  Class Building: Wachman Hall Room: 00009 Start Date: 01 13 2020 End Date: 05 06 2020r, FULL: 0 of 35 seats remain  99 of 100 waitlist seats remain r, Ellen Panofsky  Primary  James Sundstrom r,
2598r, MATH 1042  012r, Mainr, 4r, Calculus IIr, Tuesday ThursdaySMTWTFS03:30  PM   05:10  PM Type:  Class Building: Wachman Hall Room: 00208 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   16 of 35 seats remain 100 of 100 waitlist seats remain r    h, ,
2751r, MATH 1042  013r, Mainr, 4r, Calculus IIr, Monday Wednesday FridaySMTWTFS01:20  PM   02:30  PM Type:  Class Building: Wachman Hall Room: 00307 Start Date: 01 13 2020 End Date: 05 06 2020r, 6   4 of 35 seats remain 100 of 100 waitlist seats remain r, John J  Schiller Ellen Panofsky  Primary  r,
8446r, MATH 1042  017r, Mainr, 4r, Calculus IIr, Monday Wednesday FridaySMTWTFS02:40  PM   03:50  PM Type:  Class Building: Wachman Hall Room: 00208 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   11 of 35 seats remain 100 of 100 waitlist seats remain r, Vladimir Visnjic Ellen Panofsky  Primary  r,
20276r, MATH 1042  019r, Mainr, 4r, Calculus IIr, Tuesday ThursdaySMTWTFS11:40  AM   01:20  PM Type:  Class Building: Wachman Hall Room: 00011 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   21 of 35 seats remain 100 of 100 waitlist seats remain r    h, ,
20277r, MATH 1042  020r, Mainr, 4r, Calculus IIr, Tuesday ThursdaySMTWTFS01:30  PM   03:10  PM Type:  Class Building: Wachman Hall Room: 00009 Start Date: 01 13 2020 End Date: 05 06 2020r, FULL: 0 of 35 seats remain  97 of 100 waitlist seats remain r, Maria E  Lorenz Ellen Panofsky  Primary  r,
40780r, MATH 1042  801r, Japanr, 4r, Calculus IIr, Monday Wednesday FridaySMTWTFS06:00  PM   07:20  PM Type:  Class Building: Temple Japan Main Building Room: 00301 Start Date: 01 14 2020 End Date: 04 22 2020r, 7   37 of 48 seats remain 100 of 100 waitlist seats remain r, Dennis B  Bacani  Primary  r,
36400r, MATH 1044  001r0, Mainr1, 4r2, Introduction to Probability and Statistics for the Life Sciencesr3, Tuesday ThursdaySMTWTFS11:40  AM   01:20  PM Type:  Lecture Building: Beury Hall Room: 00160 Start Date: 01 13 2020 End Date: 05 06 2020MondaySMTWTFS12:00  PM   12:50  PM Type:  Recitation Building: Wachman Hall Room: 00207 Start Date: 01 13 2020 End Date: 05 06 2020r4, FULL: 0 of 35 seats remain  100 of 100 waitlist seats remain r5, Zachary J  Bailey  Primary  r6,
36406r:, MATH 1044  002r, Mainr, 4r, Introduction to Probability and Statistics for the Life Sciencesr, Tuesday ThursdaySMTWTFS11:40  AM   01:20  PM Type:  Lecture Building: Beury Hall Room: 00160 Start Date: 01 13 2020 End Date: 05 06 2020WednesdaySMTWTFS12:00  PM   12:50  PM Type:  Recitation Building: Wachman Hall Room: 00207 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   4 of 35 seats remain  100 of 100 waitlist seats remain r, Zachary J  Bailey  Primary  rA,
36407rE, MATH 1044  003rF, MainrG, 4rH, Introduction to Probability and Statistics for the Life SciencesrI, Tuesday ThursdaySMTWTFS11:40  AM   01:20  PM Type:  Lecture Building: Beury Hall Room: 00160 Start Date: 01 13 2020 End Date: 05 06 2020FridaySMTWTFS12:00  PM   12:50  PM Type:  Recitation Building: Wachman Hall Room: 00207 Start Date: 01 13 2020 End Date: 05 06 2020rJ, 8   10 of 35 seats remain  100 of 100 waitlist seats remain rK, Zachary J  Bailey  Primary  rL,
36408rP, MATH 1044  004rQ, MainrR, 4rS, Introduction to Probability and Statistics for the Life SciencesrT, Tuesday ThursdaySMTWTFS11:40  AM   01:20  PM Type:  Lecture Building: Beury Hall Room: 00160 Start Date: 01 13 2020 End Date: 05 06 2020FridaySMTWTFS01:00  PM   01:50  PM Type:  Recitation Building: Wachman Hall Room: 00207 Start Date: 01 13 2020 End Date: 05 06 2020rU, 7   1 of 35 seats remain  100 of 100 waitlist seats remain rV, Zachary J  Bailey  Primary  rW,
22252r, MATH 1942  002r, Mainr, 4r^, Honors Calculus IIr, Tuesday ThursdaySMTWTFS03:30  PM   05:10  PM Type:  Class Building: Wachman Hall Room: 00009 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   19 of 35 seats remain 100 of 100 waitlist seats remain ra, James Sundstrom  Primary  rb, 
22254rg, MATH 1942  004rh, Mainri, 4rj, Honors Calculus IIrk, Monday Wednesday FridaySMTWTFS09:20  AM   10:30  AM Type:  Class Building: Wachman Hall Room: 00212 Start Date: 01 13 2020 End Date: 05 06 2020rl, 6   6 of 35 seats remain 100 of 100 waitlist seats remain rm, Farzana Chaudhry  Primary  rn, Honorsr
22255rs, MATH 1942  005rt, Mainru, 4rv, Honors Calculus IIrw, Monday Wednesday FridaySMTWTFS01:20  PM   02:30  PM Type:  Class Building: Wachman Hall Room: 00308 Start Date: 01 13 2020 End Date: 05 06 2020rx, 6   2 of 35 seats remain 100 of 100 waitlist seats remain ry, Farzana Chaudhry  Primary  rz, 
9037r, MATH 2021  001r, Mainr, 3r, Functions and Modelingr, Monday Wednesday FridaySMTWTFS03:00  PM   03:50  PM Type:  Class Building: Wachman Hall Room: 00306 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   15 of 20 seats remain 100 of 100 waitlist seats remain r, Meredith M  Hegg  Primary  r,
2599r, MATH 2031  001r, Mainr, 3r, Probability and Statisticsr, Tuesday ThursdaySMTWTFS11:00  AM   12:20  PM Type:  Class Building: Wachman Hall Room: 00406 Start Date: 01 13 2020 End Date: 05 06 2020r, 6   1 of 30 seats remain 100 of 100 waitlist seats remain r, John A  Paulos  Primary  r,
30457r, MATH 2031  002r, Mainr, 3r, Probability and Statisticsr, Monday Wednesday FridaySMTWTFS11:00  AM   11:50  AM Type:  Class Building: Wachman Hall Room: 00308 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   12 of 30 seats remain 100 of 100 waitlist seats remain r, John J  Schiller  Primary  r,
40781r, MATH 2031  801r, Japanr, 3r, Probability and Statisticsr, Tuesday ThursdaySMTWTFS05:30  PM   07:00  PM Type:  Class Building: Temple Japan Main Building Room: 00303 Start Date: 01 14 2020 End Date: 04 22 2020r, 7   30 of 48 seats remain 100 of 100 waitlist seats remain r    h, ,
40782r, MATH 2031  802r, Japanr, 3r, Probability and Statisticsr, Monday Wednesday FridaySMTWTFS08:50  AM   09:50  AM Type:  Class Building: Temple Japan Main Building Room: 00301 Start Date: 01 14 2020 End Date: 04 22 2020r, 7   27 of 48 seats remain 100 of 100 waitlist seats remain r, Esteban R  Mino Avila  Primary  r,
2600r, MATH 2043  002r, Mainr, 4r, Calculus IIIr, Monday Wednesday FridaySMTWTFS12:00  PM   01:10  PM Type:  Class Building: Wachman Hall Room: 00308 Start Date: 01 13 2020 End Date: 05 06 2020r, ^   1 of 35 seats remain 98 of 100 waitlist seats remain  Open Seats Reserved for Waitlisted Only r, Wei Wu Vladimir Visnjic  Primary  r,
2610r, MATH 2043  004r, Mainr, 4r, Calculus IIIr, Tuesday ThursdaySMTWTFS11:40  AM   01:20  PM Type:  Class Building: Wachman Hall Room: 00308 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   12 of 35 seats remain 100 of 100 waitlist seats remain r, 1   Vladimir Visnjic  Primary  Georgia Triantafillou r,
5505r, MATH 2043  005r, Mainr, 4r, Calculus IIIr, Tuesday ThursdaySMTWTFS03:30  PM   05:10  PM Type:  Class Building: Wachman Hall Room: 00212 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   11 of 35 seats remain 100 of 100 waitlist seats remain r, Vladimir Visnjic  Primary  Edgar A  Bering IV r,
5506r, MATH 2043  006r, Mainr, 4r, Calculus IIIr, Tuesday ThursdaySMTWTFS01:30  PM   03:10  PM Type:  Class Building: Wachman Hall Room: 00207 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   19 of 35 seats remain 100 of 100 waitlist seats remain r, Vladimir Visnjic  Primary  Edgar A  Bering IV r,
3039r, MATH 2043  007r, Mainr, 4r, Calculus IIIr, Monday Wednesday FridaySMTWTFS02:40  PM   03:50  PM Type:  Class Building: Wachman Hall Room: 00016 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   13 of 35 seats remain 100 of 100 waitlist seats remain r, Wei Wu Vladimir Visnjic  Primary  r,
35942r, MATH 2043  009r, Mainr, 4r, Calculus IIIr, Monday Wednesday FridaySMTWTFS09:20  AM   10:30  AM Type:  Class Building: Wachman Hall Room: 00208 Start Date: 01 13 2020 End Date: 05 06 2020r, FULL: 0 of 35 seats remain  100 of 100 waitlist seats remain r, 0   Vladimir Visnjic  Primary  Francisco Villarroya r,
35961r, MATH 2061  001r, Mainr, 3r, Euclidean Geometryr, Tuesday ThursdaySMTWTFS03:30  PM   04:50  PM Type:  Class Building: Wachman Hall Room: 00307 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   12 of 30 seats remain 100 of 100 waitlist seats remain r, Dumitru D  Rusu  Primary  r,
37091r, MATH 2082  001r, Mainr, 1 TO 4r, Sophomore Directed Studyr, m   NoneSMTWTFS    Type:  Non class meeting Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, 7   10 of 10 seats remain 100 of 100 waitlist seats remain r, Raymond F  Coughlin  Primary  r,
39858r, MATH 2082  002r, Mainr, 1 TO 4r, Sophomore Directed Studyr, m   NoneSMTWTFS    Type:  Non class meeting Building: None Room: None Start Date: 01 13 2020 End Date: 05 06 2020r, 5   1 of 1 seats remain 100 of 100 waitlist seats remain r    h, ,
2601r, MATH 2101  001r, Mainr, 3r, Linear Algebrar, Monday Wednesday FridaySMTWTFS10:00  AM   10:50  AM Type:  Class Building: Wachman Hall Room: 00407 Start Date: 01 13 2020 End Date: 05 06 2020r, 6   6 of 40 seats remain 100 of 100 waitlist seats remain r, Andy Eisenberg  Primary  r,
39688r, MATH 2101  003r, Mainr, 3r, Linear Algebrar, Tuesday ThursdaySMTWTFS09:30  AM   10:50  AM Type:  Class Building: Wachman Hall Room: 00406 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   11 of 40 seats remain 100 of 100 waitlist seats remain r, Zachary J  Bailey  Primary  r,
20271r, MATH 2111  001r, Mainr, 3r0, Basic Concepts of Mathr1, Tuesday ThursdaySMTWTFS11:00  AM   12:20  PM Type:  Class Building: Wachman Hall Room: 00212 Start Date: 01 13 2020 End Date: 05 06 2020r2, 6   3 of 25 seats remain 100 of 100 waitlist seats remain r3, Maria E  Lorenz  Primary  r4,
30459r8, MATH 2111  002r9, Mainr:, 3r, Basic Concepts of Mathr, Monday Wednesday FridaySMTWTFS11:00  AM   11:50  AM Type:  Class Building: Wachman Hall Room: 00213 Start Date: 01 13 2020 End Date: 05 06 2020r, 6   8 of 25 seats remain 100 of 100 waitlist seats remain r, Charles Osborne  Primary  r,
22751rC, MATH 2943  001rD, MainrE, 4rF, Honors Calculus IIIrG, Tuesday ThursdaySMTWTFS09:50  AM   11:30  AM Type:  Class Building: Wachman Hall Room: 00010 Start Date: 01 13 2020 End Date: 05 06 2020rH, 6   6 of 30 seats remain 100 of 100 waitlist seats remain rI, Boris A  Datskovsky  Primary  rJ, 
8874rO, MATH 3003  002rP, MainrQ, 3rR, Theory of NumbersrS, Monday Wednesday FridaySMTWTFS12:00  PM   12:50  PM Type:  Class Building: Wachman Hall Room: 00407 Start Date: 01 13 2020 End Date: 05 06 2020rT, 7   13 of 30 seats remain 100 of 100 waitlist seats remain rU, Charles Osborne  Primary  rV, 
5507rZ, MATH 3031  001r, Mainr, 3r, Probability Theory Ir^, Monday Wednesday FridaySMTWTFS09:00  AM   09:50  AM Type:  Class Building: Wachman Hall Room: 00406 Start Date: 01 13 2020 End Date: 05 06 2020r, 6   9 of 25 seats remain 100 of 100 waitlist seats remain r, Kai Zhao  Primary  ra,
37229re, MATH 3031  002rf, Mainrg, 3rh, Probability Theory Iri, Monday Wednesday FridaySMTWTFS02:00  PM   02:50  PM Type:  Class Building: Wachman Hall Room: 00407 Start Date: 01 13 2020 End Date: 05 06 2020rj, FULL: 0 of 25 seats remain  98 of 100 waitlist seats remain rk, Atilla Yilmaz  Primary  rl,
5508rp, MATH 3032  001r, Mainrr, 3rs, Mathematical Statisticsrt, Monday Wednesday FridaySMTWTFS11:00  AM   11:50  AM Type:  Class Building: Wachman Hall Room: 00011 Start Date: 01 13 2020 End Date: 05 06 2020ru, FULL: 0 of 35 seats remain  100 of 100 waitlist seats remain rv, Wei Shih Yang  Primary  rw,
35962r, MATH 3041  002r, Mainr, 3r, Differential E, uations Ir, Monday Wednesday FridaySMTWTFS11:00  AM   11:50  AM Type:  Class Building: Wachman Hall Room: 00306 Start Date: 01 13 2020 End Date: 05 06 2020r, 6   8 of 35 seats remain 100 of 100 waitlist seats remain r, 
35963r, MATH 3041  003r, Mainr, 3r, Differential E, uations Ir, Monday Wednesday FridaySMTWTFS02:00  PM   02:50  PM Type:  Class Building: Wachman Hall Room: 00306 Start Date: 01 13 2020 End Date: 05 06 2020r, 6   9 of 35 seats remain 100 of 100 waitlist seats remain r, 
35964r, MATH 3041  004r, Mainr, 3r, Differential E, uations Ir, Tuesday ThursdaySMTWTFS03:30  PM   04:50  PM Type:  Class Building: Wachman Hall Room: 00213 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   11 of 35 seats remain 100 of 100 waitlist seats remain r, 
35965r, MATH 3041  005r, Mainr, 3r, Differential E, uations Ir, Tuesday ThursdaySMTWTFS12:30  PM   01:50  PM Type:  Class Building: Wachman Hall Room: 00306 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   23 of 35 seats remain 100 of 100 waitlist seats remain r, 
37022r, MATH 3041  008r, Mainr, 3r, Differential E, uations Ir, Tuesday ThursdaySMTWTFS09:30  AM   10:50  AM Type:  Class Building: Wachman Hall Room: 00212 Start Date: 01 13 2020 End Date: 05 06 2020r, 7   10 of 35 seats remain 100 of 100 waitlist seats remain r, 
